Node,Airport Name,Lon,Lat
ELH, North Eleuthera Airport,-76.6835022,25.47489929
FRD, Friday Harbor Airport,-123.02400209999999,48.52199936
SDP, Sand Point,-160.522995,55.31499863
GRB, Green Bay Austin Straubel International,-88.12960052,44.48509979
AET, Allakaket Airport,-152.621994,66.55180359
TKE, Tenakee Airport,-135.218333,57.779722
MLY, Manley Hot Springs Airport,-150.64399719999997,64.99759674
NLG, Nelson Lagoon Airport,-161.16000369999998,56.00749969
BVU, Beluga Airport,-151.04400634799998,
1CA, Rio Vista Municipal,-74.10690079999999,
TVL, Lake Tahoe Airport,-119.9950027,38.89390182
GVA, Geneva Airport,6.108950137999999,46.23809814
PAE, Snohomish County,-122.28199769999999,47.90629959
AGS, Augusta Regional at Bush Field,-81.96450043,33.36989975
TIJ, General Abelardo L. Rodriguez International,-116.97000120000001,32.54109955
ZLO, Playa de Oro International,-104.5589981,19.14480019
VRB, Vero Beach Regional,-80.417901,27.6556
NSB, North Seaplane Base,-79.25,25.767
DWH, David Wayne Hooks Memorial,-95.55280304,30.0618
AKP, Anaktuvuk Pass Airport,-151.7429962,68.13359833
CIK, Chalkyitsik Airport,-143.7400055,66.64499664
STG, St. George Island Airport,-169.6620026,56.57830048
CLP, Clarks Point Airport,-158.529007,58.83369827
BRW, Wiley Post/Will Rogers Memorial,-156.766008,71.285402
OGD, Ogden-Hinckley,-112.012001,41.19589996
PEK, Capital International,116.58499909999999,40.08010101
APN, Alpena County Regional,-83.56030273,45.07809829999999
KFP, False Pass Airport,-163.41000369999998,54.84740067
SEE, Gillespie Field,-116.97200009999999,32.82619858
AVP, Wilkes Barre Scranton International,-75.7233963,41.33850098
MBJ, Sangster International,-77.91339874,18.50370026
WJF, General William J. Fox Airfield,-118.21900179999999,34.74110031
HKY, Hickory Regional,-81.38950348,35.74110031
IKO, Nikolski AS,-168.848999,52.94160079999999
VCV, Southern California Logistics,-117.38300320000002,34.59749985
TIQ, Tinian International,145.6190033,14.99919987
AKB, Atka Airport,-174.2059937,52.22029877
MEI, Key Field,-88.75189972,32.33259964
PVU, Provo Municipal,-111.72299960000001,40.21920013
RIW, Riverton Regional,-108.45999909999999,43.06420136
SHR, Sheridan County,-106.9800034,44.76919937
TUP, Tupelo Regional,-88.76989746,34.26810074
HKB, Healy River,-148.97052140000002,
DUS, Duesseldorf,6.766780000000001,51.289501
SVC, Grant County,-108.156,32.6365
SMN, Lemhi County,-113.8809967,45.12379837
KVC, King Cove Airport,-162.2660065,55.11629868
MMH, Mammoth Lakes Airport,-118.83799740000002,37.62409973
TCB, Treasure Cay Airport,-77.39129639,26.74530029
PIA, General Downing - Peoria International,-89.69329834,40.66419983
GFK, Grand Forks International,-97.176102,47.949298999999996
MNT, Minto Al Wright,-149.37,65.14361099999999
TGU, Toncontin International,-87.21720123,14.06089973
ALO, Waterloo Regional,-92.40029907,42.55709839
SPN, Francisco C. Ada Saipan International,145.729004,15.119000000000002
HTS, Tri-State/Milton J. Ferguson Field,-82.55799866,38.36669922
GIG, Galeao Antonio Carlos Jobim International,-43.25055695,-22.80999947
SBN, South Bend International,-86.31729889,41.70869827
LBL, Liberal Mid-America Regional,-100.95999909999999,37.04420089999999
ESD, Orcas Island,-122.9100037,48.70819855
BWG, Bowling Green-Warren County Regional,-86.41970062,36.96450043
KEB, Nanwalek Airport,-151.924672013614,
DAY, James M Cox/Dayton International,-84.2193985,39.90240097
JAN, Jackson Medgar Wiley Evers International,-90.07589722,32.31119919
MRI, Merrill Field,-149.84399409999997,61.21350098
AND, Anderson Regional,-82.70939636,34.49459839
IFP, Laughlin/Bullhead International,-114.56,35.1574
AKK, Akhiok Airport,-154.18299869999998,56.93870163
NEV, Vance Winkworth Amory,-62.58990097,17.20569992
GNV, Gainesville Regional,-82.27179718,29.69009972
MLU, Monroe Regional,-92.03769684,32.51089859
PIB, Hattiesburg-Laurel Regional,-89.33709717,31.46710014
EVV, Evansville Regional,-87.53240204,38.03699875
CKB, North Central West Virginia,-80.22810364,39.29660034
FCA, Glacier Park International,-114.2559967,48.3105011
SBP, San Luis County Regional,-120.6419983,35.23680115
7AK, Akun Airport,-165.607566833,
OFU, Ofu Airport,-169.67,-14.184444000000001
COS, City of Colorado Springs Municipal,-104.70099599999999,38.805801
GTR, Golden Triangle Regional,-88.59140015,33.45029831
MLB, Melbourne International,-80.64530182,28.10280037
LAF, Purdue University,-86.93689728,40.41230011
LAN, Capital Region International,-84.58740234,42.77870178
CID, The Eastern Iowa,-91.71080017,41.88470078
AZO, Kalamazoo/Battle Creek International,-85.55210114,42.23490143
GPT, Gulfport-Biloxi International,-89.07009888,30.40730095
TZN, Congo Town,-77.5913170475257,
TEK, Tatitlek Airport,-146.691111,60.8725
INT, Smith Reynolds,-80.22200012,36.13370132
CRW, Yeager,-81.59320068,38.37310028
DVL, Devils Lake Regional,-98.90879822,48.11420059
HYS, Hays Regional,-99.27320099,38.84220123
AHN, Athens/Ben Epps,-83.32630157,33.94860077
GUC, Gunnison-Crested Butte Regional,-106.9329987,38.53390121
CMI, University of Illinois/Willard,-88.27809906,40.03919983
MHK, Manhattan Regional,-96.67079926,39.14099884
TBU, Fua Amotu International,-175.1499939,-21.24119949
CXH, Coal Harbour Seaplane Base,-123.1110001,49.29439926
CWA, Central Wisconsin,-89.66680145,44.77759933
XNA, Northwest Arkansas Regional,-94.30680100000001,36.281898
YYC, Yyc Calgary International,-114.0199966,51.11389923
CLL, Easterwood Field,-96.36380005,30.58860016
FSD, Joe Foss Field,-96.74189758,43.58200073
LNK, Lincoln Airport,-96.75920105,40.85100174
SWO, Stillwater Regional,-97.08570099,36.16120148
FTW, Fort Worth Meacham International,-97.36239599999999,32.819801
TCL, Tuscaloosa Regional,-87.61139679,33.22060013
MFR, Rogue Valley International - Medford,-122.8730011,42.37419891
FOE, Topeka Regional,-95.66359711,38.95090103
YTZ, Billy Bishop Toronto City,-79.396202,43.627499
TWF, Joslin Field - Magic Valley Regional,-114.487999,42.4818
CGI, Cape Girardeau Regional,-89.57080078,37.22529984
PAH, Barkley Regional,-88.77380371,37.06079865
MOT, Minot International,-101.2799988,48.25939941
DOM, Douglas Charles,-61.299999,15.547
CAE, Columbia Metropolitan,-81.11949921,33.93880081
ROA, Roanoke Blacksburg Regional Woodrum Field,-79.975403,37.3255
PGA, Page Municipal,-111.447998,36.92610168
QRO, Queretaro Intercontinental,-100.185997,20.6173
AOO, Altoona-Blair County,-78.31999969,40.29639816
SLP, Ponciano Arriaga International,-100.9309998,22.25429916
YEG, Edmonton International,-113.58000179999999,53.30970001
BLD, Boulder City Municipal,-114.514,35.5651
RAP, Rapid City Regional,-103.0569992,44.04529953
LNY, Lanai Airport,-156.951004,20.78560066
LUP, Kalaupapa Airport,-156.973999,21.21100044
MCW, Mason City Municipal,-93.33129883,43.15779877
MCN, Middle Georgia Regional,-83.64920044,32.69279861
MUC, Muenchen,11.7861,48.353802
SPS, Sheppard AFB/Wichita Falls Municipal,-98.49189799999999,33.9888
MYR, Myrtle Beach International,-78.92829895,33.67969894
LUK, Cincinnati Municipal Lunken Field,-84.41860199,39.10329819
EAA, Eagle Airport,-141.151001,64.77639771
PTK, Oakland County International,-83.42009735,42.66550064
CDR, Chadron Municipal,-103.0950012,42.83760071
MFE, McAllen Miller International,-98.23860168,26.17580032
COU, Columbia Regional,-92.21959686,38.81809998
KWA, Bucholz AAF,167.7319946,8.72012043
FAT, Fresno Yosemite International,-119.71800230000001,36.77619934
BLA, General Jose Antonio Anzoategui International,-64.692222,10.111111
OTP, Henri Coanda,26.085,44.5711111
CCZ, Chub Cay Airport,-77.88089752,25.41710091
MYU, Mekoryuk Airport,-166.2709961,60.37139893
AIA, Alliance Municipal,-102.8040009,42.05319977
LRD, Laredo International,-99.46160126,27.54380035
BRL, Southeast Iowa Regional,-91.12550354,40.78319931
MCE, Merced Regional/Macready Field,-120.5139999,37.28469849
PPT, Tahiti Faa'a,-149.60699499999998,-17.553698999999998
JMS, Jamestown Regional,-98.67819977,46.92969894
BRO, Brownsville South Padre Island International,-97.42590332,25.90679932
FOD, Fort Dodge Regional,-94.19259644,42.55149841
CHO, Charlottesville Albemarle,-78.45290375,38.138599400000004
RTB, Juan Manuel Galvez International,-86.523003,16.316799
NGO, Chubu Centrair International,136.80499269999999,34.85839844
FNL, Northern Colorado Regional,-105.01100000000001,40.451803999999996
FDF, Martinique Aime Cesaire,-61.00320053,14.590999599999998
GTF, Great Falls International,-111.3710022,47.48199844
VCP, Viracopos International,-47.1344986,-23.00740051
APW, Faleolo International,-172.0079956,-13.82999992
ECG, Elizabeth City CGAS/Regional,-76.17459869,36.26060104
MNZ, Manassas Regional/Harry P. Davis Field,-77.51540375,38.72140121
LCK, Rickenbacker International,-82.927803,39.813801
SJT, San Angelo Regional/Mathis Field,-100.4960022,31.35770035
MCG, McGrath Airport,-155.60600280000003,62.95289993
NRT, Narita International,140.3860016,35.76470184
KSA, Kosrae Airport,162.957993,5.35698
HRO, Boone County,-93.15470123,36.26150131
DQK, Wheeler-Sack AAF,-75.7195,
OAJ, Albert J Ellis,-77.61209869,34.82920074
TOL, Toledo Express,-83.80780029,41.58679962
ITH, Ithaca Tompkins Regional,-76.45839691,42.49100113
LHR, London Heathrow,-0.461941,51.4706
MBS, MBS International,-84.07959747,43.53290176
BEL, Val de Cans International,-48.47629929,-1.37925005
ORH, Worcester Regional,-71.87570190000001,42.26729965
ABI, Abilene Regional,-99.68190002,32.41130066
MSL, Northwest Alabama Regional,-87.61019897,34.74530029
LNS, Lancaster Airport,-76.2960968,40.12170029
AKL, Auckland International,174.7920074,-37.008098600000004
FWA, Fort Wayne International,-85.19509888,40.97850037
EUG, Mahlon Sweet Field,-123.211998,44.12459946
JLN, Joplin Regional,-94.49829865,37.15179825
GRK, Robert Gray AAF,-97.8289032,31.06719971
AMS, Schiphol,4.76389,52.308601
RFD, Chicago/Rockford International,-89.09719849,42.19540024
VSA, C. P. A. Carlos Rovirosa International,-92.81739807,17.99699974
KEH, Kenmore Air Harbor,-122.259,47.7548
BIL, Billings Logan International,-108.5429993,45.80770111
HUX, Bahias de Huatulco International,-96.26260400000001,15.7753
ABR, Aberdeen Regional,-98.42179871,45.44910049
JST, John Murtha Johnstown-Cambria County,-78.83390045,40.31610107
AEX, Alexandria International,-92.54979706,31.32740021
LBE, Arnold Palmer Regional,-79.40480042,40.27590179
SGY, Skagway Airport,-135.31599430000003,59.46009827
DBQ, Dubuque Regional,-90.70950317,42.40200043
MZT, General Rafael Buelna International,-106.26599879999999,23.16139984
DUJ, DuBois Regional,-78.8986969,41.17829895
MCK, McCook Ben Nelson Regional,-100.59200290000001,40.20629883
CTG, Rafael Nunez,-75.513,10.4424
BMG, Monroe County,-86.61669922,39.14599991
PVG, Pudong,121.8050003,31.14340019
FKL, Venango Regional,-79.86039734,41.37789917
LOS, Murtala Muhammed,3.321160078,6.577370167000001
HDN, Yampa Valley,-107.21800230000001,40.48120117
MLI, Quad City International,-90.50749969,41.44850159
CEZ, Cortez Municipal,-108.62799840000002,37.3030014
SLN, Salina Regional,-97.65219879,38.79100037
CAY, Cayenne Felix Eboue,-52.36040115,4.8198099139999995
IWD, Gogebic-Iron County,-90.13139670000001,46.527474700000006
MSO, Missoula International,-114.0910034,46.91630173
SNU, Abel Santamaria International,-79.94360352,22.49220085
AZA, Phoenix - Mesa Gateway,-111.65499879999999,33.30780029
HOW, Panama Pacifico International,-79.599632,
ZIH, Ixtapa-Zihuatanejo International,-101.4609985,17.60160065
GRI, Central Nebraska Regional,-98.30960083,40.96749878
PTP, Le Raizet,-61.531799,16.265301
PGD, Punta Gorda Airport,-81.99050140000001,26.92020035
CNM, Cavern City Air Terminal,-104.2630005,32.33750153
GLH, Greenville Mid Delta,-90.98560333,33.48289871
INL, Falls International Einarson Field,-93.40309906,48.56620026
HIB, Range Regional,-92.83899689,47.38660049
CMW, Ignacio Agramonte International,-77.84750366,21.42029953
GUA, La Aurora International,-90.527496,14.5833
BRD, Brainerd Lakes Regional,-94.13809967,46.39830017
DLH, Duluth International,-92.19360352,46.84209824
EAU, Chippewa Valley Regional,-91.48429871,44.86579895
MGW, Morgantown Municipal-Walter L. Bill Hart Field,-79.91629791,39.64289856
LWB, Greenbrier Valley,-80.39949799,37.85829926
ADK, Adak,-176.6459961,51.87799835
ISN, Sloulin Field International,-103.6419983,48.17789841
TKK, Chuuk International,151.8430023,7.461870192999999
CXF, Coldfoot Airport,-150.17611100000002,67.251389
FAQ, Fitiuta,141.960138,
CXI, Christmas Island Airport,-157.3500061,1.98616004
GDV, Dawson Community,-104.8069992,47.13869858
VCT, Victoria Regional,-96.91850281,28.8526001
RZE, Jasionka,22.018999100000002,50.11000061
LEB, Lebanon Municipal,-72.30419922,43.62609863
DEC, Decatur Airport,-88.86569977,39.83459854
BFD, Bradford Regional,-78.64009857,41.80310059
HGH, Xiaoshan,120.4339981,30.22949982
HNM, Hana Airport,-156.01400759999999,20.79560089
BKW, Raleigh County Memorial,-81.12419891,37.78730011
SIN, Singapore Changi International,103.994003,1.35019
CCS, Simon Bolivar International,-66.991222,10.601194
ELD, South Arkansas Regional at Goodwin Field,-92.81330109,33.22100067
BIS, Bismarck Municipal,-100.7460022,46.77270126
VPS, Eglin AFB Destin Fort Walton Beach,-86.525398,30.4832
PKB, Mid-Ohio Valley Regional,-81.43920135,39.34510039999999
SAL, Msgr Oscar A Romero and Galdamez International,-89.055702,13.4409
SHV, Shreveport Regional,-93.8256,32.446602
LSE, La Crosse Regional,-91.256699,43.879002
SOW, Show Low Regional,-110.0059967,34.26549912
BLI, Bellingham International,-122.538002,48.792800899999996
HVR, Havre City-County,-109.762001,48.54299927
ICN, Incheon International,126.45099640000001,37.46910095
MNL, Ninoy Aquino International,121.019997,14.5086
IRK, Kirksville Regional,-92.54489899,40.09349823
MKL, McKellar-Sipes Regional,-88.915604,35.599899
HAV, Jose Marti International,-82.40910339,22.98920059
KIN, Norman Manley International,-76.78749847,17.93569946
MSS, Massena International-Richards Field,-74.84559631,44.93579865
CTS, New Chitose,141.69200130000002,42.77519989
NAN, Nadi International,177.4429932,-17.7553997
DDC, Dodge City Regional,-99.96559906,37.76340103
ARN, Arlanda,17.91860008,59.65190125
OWB, Owensboro Daviess County Regional,-87.16680145,37.74010086
MAJ, Marshall Islands International,171.2720032,7.064760207999999
AVL, Asheville Regional,-82.54180145,35.43619919
LCY, London City,0.055277999999999994,51.505299
TAB, A N R Robinson International,-60.832199100000004,11.14970016
GDL, Miguel Hidalgo Y Costilla International,-103.310997,20.52179909
CVN, Clovis Municipal,-103.07900240000001,34.42509842
OLF, L. M. Clayton,-105.5749969,48.0945015
GGW, Wokal Field Glasgow Valley County,-106.614998,48.212502
TVF, Thief River Falls Regional,-96.18499756,48.06570053
OGS, Ogdensburg International,-75.46549988,44.68190002
MUE, Waimea-Kohala,-155.6679993,20.00130081
ATW, Appleton International,-88.51909637,44.258098600000004
RKD, Knox County Regional,-69.09919739,44.06010056
PVC, Provincetown Municipal,-70.2213974,42.07189941
SCU, Antonio Maceo International,-75.83540344,19.96980095
BHB, Hancock County-Bar Harbor,-68.36150359999999,44.45000076
UVF, Hewanorra International,-60.952599,13.7332
SGU, St George Regional,-113.510306,37.036389
RUT, Rutland - Southern Vermont Regional,-72.94960022,43.52939987
HOT, Memorial Field,-93.09619904,34.47800064
YXU, London Airport,-81.1539,43.035599
SYD, Sydney International,151.17700200000002,-33.94609833
CUR, Hato,-68.959801,12.1889
ZSA, San Salvador International,-74.52400208,24.06329918
JBR, Jonesboro Municipal,-90.64640045,35.83169937
PNI, Pohnpei International,158.2089996,6.985099792000001
CZM, Cozumel International,-86.92559814,20.5223999
SHD, Shenandoah Valley Regional,-78.89640045,38.26380157
ZCL, General Leobardo C. Ruiz International,-102.68699649999999,22.89710045
YYT, St. John's International,-52.75189972,47.61859894
ALS, San Luis Valley Regional/Bergman Field,-105.866997,37.434898
YHZ, Halifax Stanfield International,-63.50859833,44.88079834
CUL, Culiacan International,-107.47499850000001,24.76449966
MGA, Augusto Cesar Sandino International,-86.16819763,12.14150047
PDT, Eastern Oregon Regional at Pendleton,-118.8410034,45.69509888
YWH, Victoria Inner Harbour,-123.38886740000001,48.42498589
SDQ, De Las Americas International,-69.66889954,18.42970085
LFT, Lafayette Regional Paul Fournet Field,-91.98760223,30.20529938
CUU, General Roberto Fierro Villalobos International,-105.9649963,28.70289993
UIN, Quincy Regional-Baldwin Field,-91.19460297,39.94269943
OTH, Southwest Oregon Regional,-124.2460022,43.417099
BON, Flamingo International,-68.26850128,12.13099957
VDZ, Valdez Pioneer Field,-146.24800109999998,61.13389969
IPL, Imperial County,-115.5790024,32.83420181
CNY, Canyonlands Field,-109.7549973,38.75500107
PAP, Port Au Prince International,-72.29250336,18.57999992
MAN, Manchester Airport,-2.274950027,53.35369873
PEI, Matecana,-75.7395,4.81267
YXE, John G Diefenbaker International,-106.6999969,52.17079926
CEC, Jack McNamara Field,-124.23699950000001,41.78020096
BUD, Budapest Liszt Ferenc International,19.261093,47.429759999999995
EDI, Edinburgh Airport,-3.3724999430000002,55.95000076
BLR, Kempegowda International,77.706299,13.1979
MAO, Eduardo Gomes International,-60.04970169,-3.038609982
UPN, Uruapan Airport,-102.0390015,19.39669991
CLO, Alfonso Bonilla Aragon International,-76.3816,3.54322
YQR, Regina International,-104.6660004,50.43190002
YAP, Yap International,138.082993,9.49891
MWA, Veterans Airport of Southern Illinois,-89.01110077,37.75500107
BNE, Brisbane International,153.1170044,-27.38419914
BBU, Baneasa Aurel Vlaicu,26.10210037,44.50320053
RAI, Praia International,-23.49349976,14.92450047
IMT, Ford,-88.11450195,45.81840134
AMM, Queen Alia International,35.99319839,31.72260094
BDA, L. F. Wade International,-64.67870331,32.36399841
WST, Westerly State,-71.80339813,41.34960175
IAG, Niagara Falls International,-78.94619751,43.1072998
DSS, Blaise Diagne International,-17.073332999999998,14.67
CIU, Chippewa County International,-84.47239685,46.25080109
IPT, Williamsport Regional,-76.9210968,41.2417984
SDY, Sidney Richland Regional,-104.193001,47.706902
BID, Block Island State,-71.57779694,41.16809845
TVC, Cherry Capital,-85.5821991,44.74140167
FSM, Fort Smith Regional,-94.36740112,35.33660126
FAY, Fayetteville Regional/Grannis Field,-78.88030243,34.99119949
SSA, Deputado Luis Eduardo Magalhaes International,-38.32249832,-12.9086113
SVO, Sheremetyevo,37.4146,55.972599
TER, Lajes Airport,-27.090799,38.761798999999996
DRO, Durango La Plata County,-107.7539978,37.15150070000001
VEL, Vernal Regional,-109.5100021,40.4408989
CYS, Cheyenne Regional/Jerry Olson Field,-104.81199649999999,41.15570068
RAR, Rarotonga International,-159.80599980000002,-21.20269966
KRK, John Paul II - Balice,19.7848,50.077702
GYD, Heydar Aliyev International,50.04669952,40.46749878
DGO, Durango International,-104.52799990000001,24.12420082
PRC, Prescott Regional Ernest A Love Field,-112.41999820000001,34.65449905
POS, Piarco,-61.33720016,10.59539986
ACA, General Juan N Alvarez International,-99.7539978,16.75709915
CDG, Paris Charles de Gaulle,2.55,49.012798
MKG, Muskegon County,-86.23819733,43.16949844
MDE, Jose Maria Cordova,-75.4231,6.164540000000001
SAF, Santa Fe Municipal,-106.0889969,35.61709976
ROW, Roswell International Air Center,-104.53099820000001,33.30160141
FLG, Flagstaff Pulliam,-111.6709976,35.13850021
BJX, Guanajuato International,-101.481003,20.9935
LBF, North Platte Regional Airport Lee Bird Field,-100.6839981,41.12620163
PHF, Newport News/Williamsburg International,-76.49299622,37.13190079
EZE, Ministro Pistarini,-58.5358,-34.8222
MQT, Sawyer International,-87.395401,46.35359955
CDC, Cedar City Regional,-113.09899899999999,37.70100021
LAR, Laramie Regional,-105.6750031,41.31209946
EAR, Kearney Regional,-99.0068,40.727
SUX, Sioux Gateway Brig Gen Bud Day Field,-96.38439941,42.40259933
FCO, Fiumicino,12.238888900000001,41.800277799999996
RST, Rochester International,-92.5,43.90829849
RBN, Fort Jefferson Airport,-82.86667,24.616670000000003
BLV, Scott AFB/MidAmerica,-89.835197,38.5452
SMR, Simon Bolivar,-74.2306,11.1196
SCK, Stockton Metropolitan,-121.237999,37.89419937
FGI, Fagali I,-171.7400055,-13.84869957
1G4, Grand Canyon West,-113.815674,35.899904
IDA, Idaho Falls Regional,-112.070999,43.514599
CMX, Houghton County Memorial,-88.4890976,47.16839981
TAM, General Francisco Javier Mina International,-97.86589813,22.29640007
MAR, La Chinita International,-71.7278595,10.55820847
BFF, Western Neb. Regional/William B. Heilig Field,-103.5960007,41.87400055
LAW, Lawton-Fort Sill Regional,-98.41660309,34.56769943
OSL, Gardermoen,11.0502,60.121
ESC, Delta County,-87.09369659,45.72269821
ACV, California Redwood Coast Humboldt County,-124.109,40.978101
GEO, Cheddi Jagan International,-58.25410079999999,6.498549937999999
PSM, Portsmouth International at Pease,-70.82330322,43.07789993
EWN, Coastal Carolina Regional,-77.04290009,35.07300186
VER, General Heriberto Jara International,-96.18730164,19.14590073
PBG, Plattsburgh International,-73.4681015,44.65090179
HLN, Helena Regional,-111.9830017,46.60680008
EKO, Elko Regional,-115.79199979999999,40.82490158
PBC, Hermanos Serdan International,-98.37139893,19.15810013
OAX, Xoxocotlan International,-96.72660065,16.99990082
MLM, General Francisco J. Mujica International,-101.0250015,19.84989929
STC, St. Cloud Regional,-94.05989838,45.54660034
ART, Watertown International,-76.021698,43.991901399999996
DEL, Indira Gandhi International,77.103104,28.5665
DRT, Del Rio International,-100.927002,29.37420082
GGG, East Texas Regional,-94.71150208,32.38399887
CAP, Cap-Haitien International,-72.194702,19.733
TNA, Yaoqiang,117.2160034,36.85720062
BOG, El Dorado International,-74.1469,4.70159
TPE, Taiwan Taoyuan International,121.233002,25.0777
ORY, Paris Orly,2.3794444,48.7233333
MID, Licenciado Manuel Crescencio Rejon International,-89.65769959,20.93700027
MEL, Melbourne International,144.843002,-37.673302
CSX, Huanghua,113.22000120000001,28.18919945
HYD, Rajiv Gandhi International,78.42985535,17.23131752
ADD, Bole International,38.79930115,8.977890015
TRC, Torreon International,-103.4110031,25.56830025
GYE, Jose Joaquin de Olmedo International,-79.88359833,-2.15741992
DIK, Dickinson - Theodore Roosevelt Regional,-102.802002,46.79740143
AXM, El Eden,-75.7664,4.452780000000001
COD, Yellowstone Regional,-109.02400209999999,44.52019882
SMX, Santa Maria Public/Capt. G. Allan Hancock Field,-120.4570007,34.89889908
RKS, Southwest Wyoming Regional,-109.065001,41.5942
OPO, Porto Airport,-8.681389809,41.24810028
HOB, Lea County Regional,-103.21700290000001,32.6875
BTM, Bert Mooney,-112.49700159999998,45.95479965
FOR, Pinto Martins International,-38.53260039999999,-3.7762799260000004
ACC, Accra Kotoka International,-0.166786,5.6051898
RHI, Rhinelander/Oneida County,-89.46749878,45.63119888
SPB, Charlotte Amalie Harbor Seaplane Base,-64.94069672,18.33860016
ROR, Babelthuap,134.544236,7.367310000000001
SSB, Christiansted Harbor Seaplane Base,-64.705,17.747222
REC, Guararapes Gilberto Freyre International,-34.92359924,-8.126489638999999
BCN, Barcelona Airport,2.0784599999999998,41.2971
TAS, Tashkent Islam Karimov,69.28119659,41.25790024
GCC, Gillette Campbell County,-105.53900149999998,44.34889984
SZX, Bao'an International,113.810997,22.63929939
HMO, General Ignacio P. Garcia International,-111.04799650000001,29.09589958
BGM, Greater Binghamton/Edwin A. Link Field,-75.97979736,42.20869827
AGU, Jesus Teran International,-102.318001,21.705601
GCK, Garden City Regional,-100.72399899999999,37.92750168
HND, Tokyo International,139.779999,35.552299
CAN, Baiyun International,113.29900359999999,23.39240074
ITO, Hilo International,-155.04800419999998,19.72139931
LGW, London Gatwick,-0.190278,51.148102
LCH, Lake Charles Regional,-93.22329712,30.12610054
CTU, Shuangliu,103.94699859999999,30.57850075
WAW, Warsaw Chopin,20.96710014,52.16569901
BPT, Jack Brooks Regional,-94.02069855,29.95079994
SBY, Salisbury-Ocean City/Wicomico Regional,-75.51029968,38.34049988
CKG, Jiangbei,106.6419983,29.71920013
BJI, Bemidji Regional,-94.93370056,47.50939941
HKG, Hong Kong International,113.915001,22.308901000000002
LTO, Loreto International,-111.34799960000001,25.98920059
LIS, Lisboa,-9.13592,38.7813
LWS, Lewiston Nez Perce County,-117.0149994,46.37450027
GRU, Guarulhos Gov Andre Franco Montoro,-46.47305679,-23.43555641
FUK, Fukuoka Airport,130.451004,33.58589935
BEG, Beograd,20.3090992,44.81840134
BRU, Brussels National,4.48443985,50.90140152
BQK, Brunswick Golden Isles,-81.46649933,31.25880051
MXP, Malpensa,8.728110000000001,45.6306
NKG, Lukou,118.86199950000001,31.74200058
RDD, Redding Municipal,-122.2929993,40.50899887
TAO, Liuting,120.3740005,36.26610184
TLV, Ben Gurion,34.88669968,32.01139832
CSG, Columbus Airport,-84.93890381,32.516300199999996
PDL, Ponta Delgada Airport,-25.69790077,37.74119949
KIX, Kansai International,135.2440033,34.4272995
PSE, Mercedita,-66.56300354,18.00830078
ALW, Walla Walla Regional,-118.288002,46.09489822
ABY, Southwest Georgia Regional,-84.19450378,31.53549957
FLO, Florence Regional,-79.72389984,34.1853981
FOC, Changle,119.663002,25.93510056
CNF, Tancredo Neves International,-43.9719429,-19.62444305
VLD, Valdosta Regional,-83.27670288,30.78249931
JED, King Abdulaziz International,39.156502,21.6796
CMN, Mohammed V International,-7.5899701120000005,33.36750031
VRA, Juan Gualberto Gomez International,-81.43530273,23.03440094
PIH, Pocatello Regional,-112.5960007,42.90980148
GCN, Grand Canyon National Park,-112.14700320000001,35.95240021
SHE, Taoxian,123.4830017,41.63980103
BAQ, Ernesto Cortissoz,-74.7808,10.8896
ACY, Atlantic City International,-74.57720184,39.45759964
RUH, King Khalid International,46.69879913,24.95759964
UIO, Old Mariscal Sucre International,-78.3575,-0.12916666699999999
XMN, Gaoqi,118.12799840000002,24.54400063
PGV, Pitt Greenville,-77.38529968,35.6352005
HHH, Hilton Head Airport,-80.69750214,32.22439957
TYR, Tyler Pounds Regional,-95.40239716,32.35409927
AUH, Abu Dhabi International,54.65110016,24.43300056
HOG, Frank Pais International,-76.31510162,20.78560066
TXL, Tegel,13.2877,52.5597
WUH, Tianhe,114.208,30.7838
DHN, Dothan Regional,-85.44960022,31.32130051
BOM, Chhatrapati Shivaji Maharaj International,72.86789703,19.08869934
BSB, Presidente Juscelino Kubitschek International,-47.92083359,-15.86916733
DXB, Dubai International,55.36439896,25.25279999
EAT, Pangborn Memorial,-120.2070007,47.39889908
VVI, Viru Viru International,-63.135399,-17.6448
JNB, Oliver Reginald Tambo International,28.246,-26.1392
ATH, Eleftherios Venizelos International,23.94449997,37.93640137
PUS, Gimhae International,128.93800349999998,35.17950058
NBO, Nairobi Jomo Kenyatta International,36.92779922,-1.319239974
PUW, Pullman Moscow Regional,-117.110001,46.7439
SCL, Arturo Merino Benitez International,-70.78579712,-33.39300156
MVD, Carrasco International,-56.0308,-34.838402
YUM, Yuma MCAS/Yuma International,-114.6060028,32.65660095
YKM, Yakima Air Terminal/McAllister Field,-120.5439987,46.56819916
KBP, Boryspil International,30.894699100000004,50.34500122
DOH, Doha International,51.608056,25.273056
KWI, Kuwait International,47.96889877,29.22660065
CAI, Cairo International,31.40559959,30.12190056
ALZ, Alitak Seaplane Base,-154.247778,56.899443999999995
SYB, Seal Bay Airport,-152.5,58.166667000000004
ICY, Icy Bay Airport,-141.661667,59.968889000000004
XWA, Williston Basin International,-103.74677134756399,
NKI, Naukiti Airport,-133.2292064,
LED, Pulkovo,30.26250076,59.80030060000001
BJC, Rocky Mountain Metro,-105.11699679999998,39.90879822
CHD, Chandler Municipal,-111.81092530578199,
FTY, Fulton County Airport-Brown Field,-84.52140045,33.77909851
SXF, Schoenefeld,13.5225,52.380001
